127.0.0.1 - - [28/Nov/2023:08:49:46 -1200] "GET / HTTP/1.1" 200 11428
127.0.0.1 - - [28/Nov/2023:08:50:39 -1200] "GET /reverselogic HTTP/1.1" 302 -
127.0.0.1 - - [28/Nov/2023:08:50:39 -1200] "GET /reverselogic/ HTTP/1.1" 200 1436
127.0.0.1 - - [28/Nov/2023:08:50:39 -1200] "GET /reverselogic/css/validacion.css HTTP/1.1" 200 528
127.0.0.1 - - [28/Nov/2023:08:50:39 -1200] "GET /reverselogic/css/Login.css HTTP/1.1" 200 2136
127.0.0.1 - - [28/Nov/2023:08:50:39 -1200] "GET /reverselogic/css/style.css HTTP/1.1" 200 1766
127.0.0.1 - - [28/Nov/2023:08:50:39 -1200] "GET /reverselogic/js/validacion.js HTTP/1.1" 200 1830
127.0.0.1 - - [28/Nov/2023:08:50:39 -1200] "GET /reverselogic/img/fondo8.jpg HTTP/1.1" 200 172140
127.0.0.1 - - [28/Nov/2023:08:50:39 -1200] "GET /favicon.ico HTTP/1.1" 200 21630
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "POST /reverselogic/Usuario HTTP/1.1" 200 7359
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/css/Menu.css HTTP/1.1" 200 2079
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/imgVenta.jpg HTTP/1.1" 200 52005
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/devolucion.png HTTP/1.1" 200 3710
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/whatsapp.png HTTP/1.1" 200 1958
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/facebook.png HTTP/1.1" 200 479
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/instagram%20(1).png HTTP/1.1" 200 1899
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/usuario-de-perfil.png HTTP/1.1" 200 706
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/cliente.jpg HTTP/1.1" 200 9101
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/logo-removebg-preview.png HTTP/1.1" 200 33530
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/prenda.jpg HTTP/1.1" 200 8040
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/empleado.jpg HTTP/1.1" 200 7147
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/detallitos.png HTTP/1.1" 200 43488
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/Producto.jpg HTTP/1.1" 200 7594
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/usuario.jpg HTTP/1.1" 200 11707
127.0.0.1 - - [28/Nov/2023:08:50:57 -1200] "GET /reverselogic/img/fondoMenu.jpg HTTP/1.1" 200 138858
127.0.0.1 - - [28/Nov/2023:08:51:00 -1200] "GET /reverselogic/Cliente?enviar=cliente HTTP/1.1" 200 3094
127.0.0.1 - - [28/Nov/2023:08:51:00 -1200] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
127.0.0.1 - - [28/Nov/2023:08:51:00 -1200] "GET /reverselogic/css/usuario.css HTTP/1.1" 200 2276
127.0.0.1 - - [28/Nov/2023:08:51:00 -1200] "GET /reverselogic/img/consultarUsu.png HTTP/1.1" 200 30373
127.0.0.1 - - [28/Nov/2023:08:51:00 -1200] "GET /reverselogic/img/registrarUsu.avif HTTP/1.1" 200 9189
127.0.0.1 - - [28/Nov/2023:08:51:01 -1200] "GET /reverselogic/Cliente?enviar=registerClient HTTP/1.1" 200 2848
127.0.0.1 - - [28/Nov/2023:08:51:01 -1200] "GET /reverselogic/css/registrarEmple.css HTTP/1.1" 200 3625
127.0.0.1 - - [28/Nov/2023:08:51:41 -1200] "POST /reverselogic/Cliente HTTP/1.1" 200 5088
127.0.0.1 - - [28/Nov/2023:08:51:41 -1200] "GET /reverselogic/css/cards.css HTTP/1.1" 200 6082
127.0.0.1 - - [28/Nov/2023:08:51:41 -1200] "GET /reverselogic/js/modal2.js HTTP/1.1" 200 1891
127.0.0.1 - - [28/Nov/2023:08:51:44 -1200] "GET /reverselogic/index.jsp HTTP/1.1" 200 7359
127.0.0.1 - - [28/Nov/2023:08:51:44 -1200] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
127.0.0.1 - - [28/Nov/2023:08:51:46 -1200] "GET /reverselogic/Detalles?enviar=detalle HTTP/1.1" 200 3671
127.0.0.1 - - [28/Nov/2023:08:51:46 -1200] "GET /reverselogic/img/como6icons.png HTTP/1.1" 200 676489
127.0.0.1 - - [28/Nov/2023:08:51:46 -1200] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
127.0.0.1 - - [28/Nov/2023:08:51:46 -1200] "GET /reverselogic/img/colores.png HTTP/1.1" 200 33379
127.0.0.1 - - [28/Nov/2023:08:51:46 -1200] "GET /reverselogic/img/logo_metodopago.jpeg HTTP/1.1" 200 33978
127.0.0.1 - - [28/Nov/2023:08:51:48 -1200] "GET /reverselogic/Color?enviar=color HTTP/1.1" 200 3188
127.0.0.1 - - [28/Nov/2023:08:51:48 -1200] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
127.0.0.1 - - [28/Nov/2023:08:51:49 -1200] "GET /reverselogic/Color?enviar=registrarColor HTTP/1.1" 200 1853
127.0.0.1 - - [28/Nov/2023:08:51:56 -1200] "POST /reverselogic/Color HTTP/1.1" 200 3624
